term1	term2	sharedRels	obsExp	minMim	directStr	relOverlap	misn
Renal failure	progressive supranuclear palsy	73	0.405	11.24769585		0.02143906	1.95E-02
Renal failure	asthma attacks	50	0.307	10.91106177		1.47E-02	2.45E-02
Renal failure	Urate levels	39	0.257	44.91024445	12.9	1.15E-02	8.73E-02
Renal failure	Crohns disease	5	0.036	0.372912858		1.47E-03	1.80E-03
platelets	platelets	3858	6.044	5478.358894		1	0.952740207
platelets	red blood cells	1991	2.966	480.6209241	2426.8	0.516070503	0.335372065
platelets	Rheumatoid Arthritis	1632	2.56	183.4689497	144.1	0.423017107	0.206766641
platelets	C-Reactive Protein	1518	2.677	285.6815923	457.5	0.393468118	0.263150381
platelets	Type 2 diabetes	1499	2.331	159.4726601	261.2	0.388543287	0.16542835
platelets	Renal failure	1447	2.313	287.0065604	119.1	0.3750648	0.207072609
platelets	Systemic lupus erythematosus	1447	2.498	276.448468	309.6	0.3750648	0.21066686
platelets	Alzheimer`s disease	1432	2.292	189.7241649	217.7	0.371176776	0.166921966
platelets	Multiple Sclerosis	1104	2.137	99.53903205	52.2	0.286158631	0.150418689
platelets	triglycerides	1081	2.17	252.8875705	155.7	0.280196993	0.168769319
platelets	Type 1 diabetes	1069	2.124	111.0145908	97.8	0.277086573	0.16486072
platelets	Psoriasis	808	1.882	140.8889422	25.1	0.20943494	0.147369642
platelets	Ulcerative colitis	780	1.853	95.0913568	64.7	0.202177294	0.137354117
platelets	Allergies	774	1.649	125.2784405	40.8	0.200622084	0.126271638
platelets	chronic kidney disease	731	1.95	92.50859765	19.8	0.189476413	0.140724108
platelets	Bone mineral density	620	1.559	42.88439368		0.160705029	8.77E-02
platelets	HDL Cholesterol	604	1.816	135.2554504	51.7	0.156557802	0.128844538
platelets	LDL Cholesterol	593	1.774	136.58647	57.4	0.153706584	0.129187759
platelets	Migraine headache	589	1.634	89.115355	187	0.152669777	0.110843791
platelets	Systemic sclerosis	550	1.652	90.83915522	63.7	0.142560912	0.132136095
platelets	Celiac disease	435	1.342	47.20727432		0.112752722	0.086405558
platelets	atopic dermatitis	430	1.229	73.01020615	21.5	0.111456713	9.44E-02
platelets	Creatinine levels	394	1.257	82.6133306	24.1	0.102125454	0.136201374
platelets	fasting glucose	370	1.247	57.86692832	8.9	9.59E-02	9.27E-02
platelets	Behçet`s disease	365	1.279	62.78017251	18.7	9.46E-02	0.104484996
platelets	primary biliary cirrhosis	360	1.264	54.39982351	11.5	9.33E-02	8.67E-02
platelets	ankylosing spondylitis	282	0.994	31.42617787		0.073094868	6.96E-02
platelets	KAWASAKI DISEASE	203	0.869	58.40385177	16.3	5.26E-02	0.099809639
platelets	Juvenile idiopathic arthritis	201	0.807	31.96316346		0.052099533	6.11E-02
platelets	Vitiligo	193	0.766	27.28705065		5.00E-02	0.063490502
platelets	PRIMARY SCLEROSING CHOLANGITIS	158	0.702	23.14450391		4.10E-02	4.25E-02
platelets	Autoimmune thyroiditis	106	0.451	18.15440433		2.75E-02	4.01E-02
platelets	Restless Legs Syndrome	103	0.524	10.35812908		2.67E-02	3.02E-02
platelets	progressive supranuclear palsy	81	0.386	8.478325094		0.020995334	1.99E-02
platelets	Alopecia areata	79	0.382	10.04425313		2.05E-02	2.71E-02
platelets	Liver enzyme levels	74	0.355	30.52924402		1.92E-02	3.65E-02
platelets	asthma attacks	62	0.325	13.83475196		1.61E-02	2.69E-02
platelets	Urate levels	33	0.186	5.934107491		8.55E-03	1.38E-02
platelets	Crohns disease	4	0.025	0.275661395		1.04E-03	1.30E-03
red blood cells	red blood cells	3245	5.613	2136.113265		1	0.889520111
red blood cells	platelets	1991	3.617	480.6209241	2426.8	0.613559322	0.335372065
red blood cells	Rheumatoid Arthritis	1547	2.814	153.3578956	135	0.476733436	0.224981038
red blood cells	Renal failure	1537	2.847	297.0345428	243.3	0.473651772	0.266472381
red blood cells	C-Reactive Protein	1466	2.987	214.7197813	204.3	0.451771957	0.281701607
red blood cells	Systemic lupus erythematosus	1448	2.89	212.3311133	128.7	0.446224961	0.238269475
red blood cells	Type 2 diabetes	1386	2.5	118.9397149	114.6	0.427118644	0.177176679
red blood cells	Alzheimer`s disease	1235	2.291	127.6985236	85.3	0.380585516	0.167291295
red blood cells	Type 1 diabetes	1077	2.463	107.770263	75.9	0.331895223	0.197251827
red blood cells	Multiple Sclerosis	1069	2.383	82.19564577	72.6	0.329429892	0.169536276
red blood cells	triglycerides	1053	2.431	197.4910991	167.7	0.32449923	0.197041336
red blood cells	Allergies	794	1.941	103.804184	13.7	0.244684129	0.155108114
red blood cells	Ulcerative colitis	790	2.144	99.6185021	34.7	0.243451464	0.155668597
red blood cells	Psoriasis	754	2.007	89.62312274	25.3	0.232357473	0.152030789
red blood cells	chronic kidney disease	734	2.225	123.6726244	78.6	0.226194145	0.195865867
red blood cells	Bone mineral density	643	1.842	45.40535334	25.8	0.198151002	0.116210331
red blood cells	HDL Cholesterol	575	1.952	102.0641976	43.8	0.177195686	0.1411305
red blood cells	LDL Cholesterol	550	1.858	95.06340542	38.4	0.169491525	0.14033998
red blood cells	Systemic sclerosis	521	1.767	62.97108585	30.1	0.1605547	0.132538837
red blood cells	Migraine headache	515	1.62	45.19475134	10.1	0.158705701	0.102427815
red blood cells	Celiac disease	485	1.687	63.53734976	13.3	0.149460709	0.13779975
red blood cells	Creatinine levels	415	1.49	94.88847625	43.5	0.12788906	0.20006006
red blood cells	atopic dermatitis	400	1.295	61.1246942	8.7	0.123266564	0.105608564
red blood cells	primary biliary cirrhosis	372	1.461	59.33059452	8.4	0.114637904	0.119057911
red blood cells	fasting glucose	361	1.365	50.473595	20.8	0.111248074	0.106903102
red blood cells	Behçet`s disease	354	1.387	42.23736484	10.6	0.109090909	0.11356365
red blood cells	ankylosing spondylitis	283	1.116	26.06286243		0.087211094	8.23E-02
red blood cells	KAWASAKI DISEASE	210	0.991	33.80744895		6.47E-02	9.19E-02
red blood cells	Vitiligo	207	0.911	31.08211725		6.38E-02	9.62E-02
red blood cells	Juvenile idiopathic arthritis	201	0.894	26.08521731	8.2	6.19E-02	7.85E-02
red blood cells	PRIMARY SCLEROSING CHOLANGITIS	169	0.826	25.06676883		5.21E-02	6.10E-02
red blood cells	Autoimmune thyroiditis	124	0.583	23.29911174		3.82E-02	6.00E-02
red blood cells	Restless Legs Syndrome	103	0.57	18.90867056		3.17E-02	4.78E-02
red blood cells	Alopecia areata	79	0.417	10.89682847		2.43E-02	3.53E-02
red blood cells	Liver enzyme levels	73	0.383	26.64856617		2.25E-02	5.98E-02
red blood cells	progressive supranuclear palsy	71	0.37	8.048650522		2.19E-02	2.40E-02
red blood cells	asthma attacks	50	0.284	5.071797146		1.54E-02	1.54E-02
red blood cells	Urate levels	33	0.2	7.631167263		1.02E-02	2.84E-02
red blood cells	Crohns disease	4	0.026	0.242059378		1.23E-03	1.80E-03
C-Reactive Protein	C-Reactive Protein	3333	6.747	2032.342048		1	0.969112465
C-Reactive Protein	Rheumatoid Arthritis	2052	3.699	405.6376856	2069.7	0.615661566	0.334534377
C-Reactive Protein	Type 2 diabetes	1917	3.426	412.3197852	1390.3	0.575157516	0.369049297
C-Reactive Protein	Renal failure	1832	3.364	382.6195962	252.6	0.549654965	0.312836996
C-Reactive Protein	Systemic lupus erythematosus	1789	3.546	323.2520523	622.7	0.536753675	0.277498297
C-Reactive Protein	platelets	1694	3.049	304.8819317	457.5	0.508250825	0.268018785
C-Reactive Protein	red blood cells	1623	2.779	230.9527915	204.3	0.486948695	0.287249131
C-Reactive Protein	triglycerides	1429	3.288	557.1754799	1812.5	0.428742874	0.379941424
C-Reactive Protein	Type 1 diabetes	1373	3.128	200.8810347	169.4	0.411941194	0.299666379
C-Reactive Protein	Multiple Sclerosis	1287	2.857	128.9430461	44.4	0.386138614	0.203932131
C-Reactive Protein	Alzheimer`s disease	1267	2.33	136.1935207	94	0.380138014	0.153961159
C-Reactive Protein	Ulcerative colitis	1084	2.947	190.8161983	374.7	0.325232523	0.216664226
C-Reactive Protein	chronic kidney disease	1062	3.237	263.0331713	540.7	0.318631863	0.316060967
C-Reactive Protein	Psoriasis	997	2.657	218.7927355	159.6	0.299129913	0.239480254
C-Reactive Protein	Allergies	936	2.284	130.3810815	27.2	0.280828083	0.161929039
C-Reactive Protein	Bone mineral density	911	2.619	106.514174	197	0.273327333	0.197622366
C-Reactive Protein	HDL Cholesterol	879	3.013	419.9791922	1095.5	0.263726373	0.35036603
C-Reactive Protein	LDL Cholesterol	863	2.943	398.7078571	979.9	0.258925893	0.339602543
C-Reactive Protein	Systemic sclerosis	724	2.479	138.7006825	87.1	0.217221722	0.191810493
C-Reactive Protein	Migraine headache	624	1.977	69.14117221	30	0.187218722	0.127284386
C-Reactive Protein	fasting glucose	607	2.328	303.0773204	700.4	0.182118212	0.32007086
C-Reactive Protein	Celiac disease	600	2.109	74.93978911	9.9	0.180018002	0.151058832
C-Reactive Protein	Behçet`s disease	546	2.175	137.8250077	127	0.163816382	0.195456395
C-Reactive Protein	ankylosing spondylitis	520	2.085	177.5223712	407	0.156015602	0.174253898
C-Reactive Protein	atopic dermatitis	503	1.641	76.36140333		0.150915092	0.123687753
C-Reactive Protein	Creatinine levels	487	1.77	163.6534882	121.3	0.146114611	0.276852036
C-Reactive Protein	primary biliary cirrhosis	476	1.9	82.20846283	9.5	0.142814281	0.141685001
C-Reactive Protein	Juvenile idiopathic arthritis	370	1.684	176.0560393	109.1	0.111011101	0.176433857
C-Reactive Protein	KAWASAKI DISEASE	304	1.473	104.0631524	115.2	9.12E-02	0.16956998
C-Reactive Protein	Vitiligo	230	1.035	36.28402894		0.069006901	9.68E-02
C-Reactive Protein	PRIMARY SCLEROSING CHOLANGITIS	227	1.141	47.52545082		6.81E-02	8.98E-02
C-Reactive Protein	Autoimmune thyroiditis	160	0.771	36.20264421		0.0480048	8.12E-02
C-Reactive Protein	Restless Legs Syndrome	127	0.728	20.12101108		3.81E-02	7.24E-02
C-Reactive Protein	Alopecia areata	107	0.584	20.4621248		3.21E-02	6.26E-02
C-Reactive Protein	Liver enzyme levels	96	0.52	34.18963954		2.88E-02	9.33E-02
C-Reactive Protein	progressive supranuclear palsy	77	0.414	8.05953125		2.31E-02	1.99E-02
C-Reactive Protein	asthma attacks	73	0.431	12.33484632		2.19E-02	3.48E-02
C-Reactive Protein	Urate levels	37	0.234	16.19132116		1.11E-02	0.069972105
C-Reactive Protein	Crohns disease	7	0.049	3.581251481		2.10E-03	1.46E-02
fasting glucose	fasting glucose	1405	12.024	3732.193849		1	0.99814642
fasting glucose	Type 2 diabetes	1367	5.64	1257.026228	2290	0.972953737	0.593135831
fasting glucose	triglycerides	1259	6.639	1549.308079	1434.4	0.896085409	0.504355987
fasting glucose	C-Reactive Protein	1175	5.467	466.3611173	700.4	0.836298932	0.348194973
fasting glucose	Type 1 diabetes	1103	5.759	476.7589228	121.5	0.785053381	0.400763241
fasting glucose	HDL Cholesterol	1029	7.956	1067.18678	667.1	0.732384342	0.479499563
fasting glucose	LDL Cholesterol	975	7.499	885.7877712	380.7	0.693950178	0.413867804
fasting glucose	Renal failure	954	4.036	226.0027804	21	0.679003559	0.188733597
fasting glucose	Rheumatoid Arthritis	878	3.648	71.88852989	9	0.624911032	0.123341103
fasting glucose	platelets	869	3.604	125.3572362	8.9	0.618505338	0.116052396
fasting glucose	red blood cells	853	3.37	106.3444933	20.8	0.607117438	0.133813985
fasting glucose	chronic kidney disease	852	5.882	235.9092664	65.3	0.606405694	0.2689361
fasting glucose	Alzheimer`s disease	842	3.567	95.5634544	16	0.599288256	0.100975078
fasting glucose	Systemic lupus erythematosus	812	3.699	90.39203726	10.6	0.577935943	0.116859706
fasting glucose	Bone mineral density	803	5.244	118.4916814	31.9	0.571530249	0.177950533
fasting glucose	Multiple Sclerosis	688	3.497	44.90936102		0.489679715	8.97E-02
fasting glucose	Psoriasis	621	3.765	94.77811976	10.2	0.441992883	0.122070941
fasting glucose	Ulcerative colitis	581	3.589	53.46892898		0.413523132	0.083337955
fasting glucose	Allergies	550	3.06	61.60349891		0.391459075	0.079009758
fasting glucose	Migraine headache	517	3.701	59.32020555		0.36797153	9.59E-02
fasting glucose	Creatinine levels	507	4.139	193.8714564	20.3	0.360854093	0.213528699
fasting glucose	Systemic sclerosis	501	3.858	61.45015946		0.35658363	8.89E-02
fasting glucose	Celiac disease	453	3.58	45.20696084		0.322419929	9.16E-02
fasting glucose	atopic dermatitis	364	2.674	44.0392373		0.259074733	6.50E-02
fasting glucose	primary biliary cirrhosis	358	3.193	59.79021145		0.25480427	7.97E-02
fasting glucose	ankylosing spondylitis	331	2.96	35.70010616	3	0.235587189	7.45E-02
fasting glucose	Behçet`s disease	328	2.917	34.19158722		0.233451957	7.98E-02
fasting glucose	Juvenile idiopathic arthritis	251	2.528	34.73388429		0.178647687	6.96E-02
fasting glucose	KAWASAKI DISEASE	225	2.405	42.02757344		0.160142349	8.48E-02
fasting glucose	Vitiligo	205	2.045	39.20898447		0.145907473	0.059301
fasting glucose	PRIMARY SCLEROSING CHOLANGITIS	176	1.949	37.37898519		0.125266904	0.044330789
fasting glucose	Restless Legs Syndrome	172	2.152	30.77848182		0.122419929	7.08E-02
fasting glucose	Autoimmune thyroiditis	171	1.818	33.78723572		0.121708185	6.17E-02
fasting glucose	Liver enzyme levels	152	1.806	97.92755247		0.108185053	0.118336172
fasting glucose	Alopecia areata	107	1.276	18.45651204		7.62E-02	3.61E-02
fasting glucose	progressive supranuclear palsy	97	1.141	15.18800817		6.90E-02	2.27E-02
fasting glucose	Urate levels	85	1.164	59.94658385		6.05E-02	0.128729276
fasting glucose	asthma attacks	82	1.053	11.2339101		5.84E-02	3.00E-02
fasting glucose	Crohns disease	10	0.149	2.137920384		7.12E-03	8.45E-03
chronic kidney disease	chronic kidney disease	1934	9.8	2525.473674		1	0.966742581
chronic kidney disease	Renal failure	1506	4.671	855.0452464	924	0.778697001	0.460686298
chronic kidney disease	Type 2 diabetes	1453	4.388	290.1778481	790.3	0.751292658	0.336689864
chronic kidney disease	C-Reactive Protein	1365	4.655	316.3246855	540.7	0.705791107	0.327843965
chronic kidney disease	Rheumatoid Arthritis	1194	3.636	99.77701566	50.4	0.61737332	0.173470695
chronic kidney disease	Systemic lupus erythematosus	1096	3.662	155.5924512	47.5	0.566701138	0.174916378
chronic kidney disease	Type 1 diabetes	1095	4.19	183.9781486	81.6	0.566184074	0.263308368
chronic kidney disease	red blood cells	1090	3.157	177.2654859	78.6	0.563598759	0.212871577
chronic kidney disease	platelets	1080	3.284	124.6324932	19.8	0.558428128	0.154410921
chronic kidney disease	triglycerides	1059	4.091	295.3201123	132.9	0.547569804	0.25921759
chronic kidney disease	Alzheimer`s disease	945	2.935	89.67743327	17.5	0.488624612	0.132541244
chronic kidney disease	Multiple Sclerosis	852	3.179	56.39759685	10.6	0.440537746	0.124522502
chronic kidney disease	Bone mineral density	840	4.025	164.7503921	222.1	0.434332989	0.200813191
chronic kidney disease	Psoriasis	722	3.215	87.1660586	16.7	0.373319545	0.151993069
chronic kidney disease	HDL Cholesterol	716	4.064	211.1250443	89.3	0.370217166	0.245789818
chronic kidney disease	Ulcerative colitis	705	3.2	57.3044856		0.364529473	0.11541671
chronic kidney disease	LDL Cholesterol	703	3.97	207.0148709	119.5	0.363495346	0.240181357
chronic kidney disease	Creatinine levels	626	3.758	380.4752954	94.9	0.323681489	0.397036231
chronic kidney disease	Allergies	618	2.527	48.81917668		0.319544984	9.68E-02
chronic kidney disease	Systemic sclerosis	588	3.333	75.04589397	8	0.304033092	0.135641238
chronic kidney disease	fasting glucose	553	3.494	179.8875921	65.3	0.285935884	0.253661589
chronic kidney disease	Migraine headache	496	2.609	40.95445866		0.256463289	0.107979985
chronic kidney disease	Celiac disease	486	2.825	48.82102234	5.5	0.251292658	0.120346965
chronic kidney disease	primary biliary cirrhosis	394	2.585	47.40098481		0.203722854	0.103905428
chronic kidney disease	Behçet`s disease	387	2.534	34.51233129		0.200103413	9.81E-02
chronic kidney disease	ankylosing spondylitis	370	2.438	41.3851841		0.19131334	0.098373049
chronic kidney disease	atopic dermatitis	356	1.926	26.85550848		0.184074457	6.63E-02
chronic kidney disease	Juvenile idiopathic arthritis	244	1.813	25.46064221		0.126163392	8.18E-02
chronic kidney disease	KAWASAKI DISEASE	238	1.876	34.43480869		0.123061013	0.112242943
chronic kidney disease	Vitiligo	195	1.433	20.70149342		0.100827301	6.97E-02
chronic kidney disease	PRIMARY SCLEROSING CHOLANGITIS	176	1.436	19.95987786		9.10E-02	5.83E-02
chronic kidney disease	Restless Legs Syndrome	146	1.347	30.30281222	41.3	7.55E-02	8.93E-02
chronic kidney disease	Autoimmune thyroiditis	141	1.106	15.43244276		7.29E-02	0.052346789
chronic kidney disease	Liver enzyme levels	111	0.971	23.35793939		5.74E-02	0.097460579
chronic kidney disease	Alopecia areata	80	0.704	6.137952428		4.14E-02	2.84E-02
chronic kidney disease	progressive supranuclear palsy	79	0.687	7.481049444		4.08E-02	2.76E-02
chronic kidney disease	asthma attacks	59	0.56	4.696226361		0.030506722	2.80E-02
chronic kidney disease	Urate levels	58	0.586	47.68738311	9.6	3.00E-02	0.14852025
chronic kidney disease	Crohns disease	7	0.077	0.272690221		3.62E-03	3.40E-03
Alzheimer`s disease	Alzheimer`s disease	3349	6.114	3832.588431		1	0.98164826
Alzheimer`s disease	Type 2 diabetes	1537	2.727	163.461575	771.8	0.458942968	0.170309112
Alzheimer`s disease	platelets	1432	2.559	189.7241649	217.7	0.427590325	0.166921966
Alzheimer`s disease	Multiple Sclerosis	1355	2.984	220.0317249	1176.6	0.404598388	0.241795618
Alzheimer`s disease	Rheumatoid Arthritis	1337	2.392	105.7687924	195	0.399223649	0.152707398
Alzheimer`s disease	red blood cells	1235	2.099	127.6985236	85.3	0.368766796	0.167291295
Alzheimer`s disease	C-Reactive Protein	1146	2.302	126.0384355	94	0.342191699	0.150810462
Alzheimer`s disease	Systemic lupus erythematosus	1111	2.185	92.58232401	45.9	0.331740818	0.137703488
Alzheimer`s disease	Renal failure	985	1.795	107.1155437	54.8	0.294117647	0.124455428
Alzheimer`s disease	Type 1 diabetes	975	2.203	86.1166671	37.8	0.291131681	0.152088312
Alzheimer`s disease	triglycerides	916	2.09	148.4093908	41.2	0.273514482	0.124907335
Alzheimer`s disease	Migraine headache	678	2.127	104.4861827	75.8	0.202448492	0.142255352
Alzheimer`s disease	Psoriasis	678	1.791	68.41971951	26.6	0.202448492	0.120002088
Alzheimer`s disease	chronic kidney disease	653	1.971	66.20184865	17.5	0.194983577	0.121494874
Alzheimer`s disease	Ulcerative colitis	612	1.649	46.80012811	18.4	0.182741117	9.49E-02
Alzheimer`s disease	Bone mineral density	590	1.681	43.38028862	33.2	0.176171992	9.35E-02
Alzheimer`s disease	Allergies	571	1.381	48.69970186	24.8	0.170498656	8.41E-02
Alzheimer`s disease	LDL Cholesterol	536	1.809	104.8098983	25.9	0.160047775	0.10276718
Alzheimer`s disease	HDL Cholesterol	535	1.815	95.16512763	22.9	0.159749179	9.84E-02
Alzheimer`s disease	Systemic sclerosis	421	1.427	35.792336		0.125709167	8.22E-02
Alzheimer`s disease	Celiac disease	372	1.294	30.49158972	13.3	0.111077934	7.52E-02
Alzheimer`s disease	fasting glucose	366	1.388	45.1982103	16	0.109286354	7.97E-02
Alzheimer`s disease	atopic dermatitis	327	1.056	31.50896985	11.4	9.76E-02	6.63E-02
Alzheimer`s disease	primary biliary cirrhosis	291	1.148	33.98973086		8.69E-02	6.91E-02
Alzheimer`s disease	Creatinine levels	285	1.025	30.28532595		8.51E-02	0.083709445
Alzheimer`s disease	Behçet`s disease	282	1.111	28.43371703		8.42E-02	7.41E-02
Alzheimer`s disease	ankylosing spondylitis	260	1.031	23.8502457		7.76E-02	6.11E-02
Alzheimer`s disease	progressive supranuclear palsy	218	1.159	371.2623105	653.5	6.51E-02	0.244757961
Alzheimer`s disease	Juvenile idiopathic arthritis	180	0.809	18.95441103		0.053747387	5.23E-02
Alzheimer`s disease	Restless Legs Syndrome	169	0.955	36.54765894	12.5	5.05E-02	9.25E-02
Alzheimer`s disease	Vitiligo	160	0.711	18.5818895		4.78E-02	6.81E-02
Alzheimer`s disease	KAWASAKI DISEASE	134	0.641	11.73548377		0.040011944	4.34E-02
Alzheimer`s disease	PRIMARY SCLEROSING CHOLANGITIS	113	0.56	9.85686844		0.033741415	3.07E-02
Alzheimer`s disease	Autoimmune thyroiditis	82	0.39	6.758695657		2.45E-02	3.23E-02
Alzheimer`s disease	Alopecia areata	55	0.296	5.266144368		1.64E-02	2.49E-02
Alzheimer`s disease	Liver enzyme levels	45	0.24	3.908197584		1.34E-02	0.021561457
Alzheimer`s disease	Urate levels	26	0.162	3.876017747		7.76E-03	3.48E-02
Alzheimer`s disease	asthma attacks	26	0.151	1.712694677		7.76E-03	6.87E-03
Alzheimer`s disease	Crohns disease	4	0.027	6.41E-02		1.19E-03	8.21E-04
Bone mineral density	Bone mineral density	2143	9.692	2115.872323		1	0.987148795
Bone mineral density	Rheumatoid Arthritis	1276	3.6	149.7707813	809.1	0.595426972	0.178738459
Bone mineral density	Type 2 diabetes	1230	3.441	117.6259451	452.1	0.573961736	0.172519947
Bone mineral density	C-Reactive Protein	1182	3.75	131.6839364	197	0.551563229	0.206398506
Bone mineral density	Renal failure	1144	3.289	195.7319166	108.1	0.533831078	0.175900721
Bone mineral density	triglycerides	1011	3.651	180.538701	109.3	0.471768549	0.182051261
Bone mineral density	Systemic lupus erythematosus	995	3.09	79.92001742	289	0.46430238	0.138942243
Bone mineral density	Type 1 diabetes	966	3.454	103.2442473	243.8	0.450769949	0.178199797
Bone mineral density	red blood cells	943	2.527	62.76814119	25.8	0.440037331	0.1280737
Bone mineral density	platelets	928	2.615	60.82167163	7.5	0.433037797	9.80E-02
Bone mineral density	Alzheimer`s disease	874	2.516	61.53600736	33.2	0.407839477	0.10234978
Bone mineral density	Multiple Sclerosis	849	2.957	51.00796485	95.6	0.396173588	0.12293235
Bone mineral density	chronic kidney disease	840	4.032	164.7503921	222.1	0.391973868	0.200813191
Bone mineral density	Psoriasis	716	2.999	71.89442975	10.8	0.334111059	0.14055289
Bone mineral density	HDL Cholesterol	695	3.76	123.646429	42	0.324311713	0.165388027
Bone mineral density	Ulcerative colitis	681	2.911	57.69784148	148.2	0.317778815	0.110354739
Bone mineral density	LDL Cholesterol	664	3.573	118.3773066	53.1	0.30984601	0.156301073
Bone mineral density	Allergies	629	2.41	46.26296633	6.4	0.293513766	0.096330128
Bone mineral density	fasting glucose	531	3.22	84.43518949	31.9	0.247783481	0.166109377
Bone mineral density	Celiac disease	522	2.897	73.05885769	231.6	0.243583761	0.127117054
Bone mineral density	Migraine headache	513	2.561	41.01260173	5.9	0.239384041	9.93E-02
Bone mineral density	Systemic sclerosis	507	2.739	47.89155294	43.6	0.236584228	0.104078792
Bone mineral density	ankylosing spondylitis	471	2.988	88.79650162	193.1	0.219785348	0.165145627
Bone mineral density	Creatinine levels	431	2.475	72.01213139	29	0.201119925	0.14444778
Bone mineral density	atopic dermatitis	374	1.923	25.01482333	7.2	0.174521699	6.73E-02
Bone mineral density	primary biliary cirrhosis	367	2.318	62.94809104	95.9	0.17125525	0.108643981
Bone mineral density	Behçet`s disease	345	2.174	25.0200535	7.9	0.160989267	8.54E-02
Bone mineral density	Juvenile idiopathic arthritis	295	2.131	46.09858491	114.7	0.13765749	0.118856662
Bone mineral density	Vitiligo	213	1.52	24.23225079		9.94E-02	7.14E-02
Bone mineral density	KAWASAKI DISEASE	186	1.432	13.16192737		8.68E-02	5.61E-02
Bone mineral density	PRIMARY SCLEROSING CHOLANGITIS	181	1.447	22.28221448	11.6	8.45E-02	5.99E-02
Bone mineral density	Autoimmune thyroiditis	168	1.287	23.83371626		7.84E-02	7.15E-02
Bone mineral density	Restless Legs Syndrome	146	1.336	11.45564764		6.81E-02	6.11E-02
Bone mineral density	Alopecia areata	98	0.852	8.345205026		4.57E-02	4.50E-02
Bone mineral density	Liver enzyme levels	96	0.829	9.959166215		4.48E-02	0.067175718
Bone mineral density	progressive supranuclear palsy	82	0.703	6.952593396		3.83E-02	1.74E-02
Bone mineral density	asthma attacks	57	0.538	5.904958919		0.026598227	2.44E-02
Bone mineral density	Urate levels	50	0.506	5.93870429		2.33E-02	4.22E-02
Bone mineral density	Crohns disease	9	0.101	1.176852909		4.20E-03	1.31E-02
Type 2 diabetes	Type 2 diabetes	3703	6.04	3335.961058		1	0.995425225
Type 2 diabetes	C-Reactive Protein	1751	3.242	388.9371031	1390.3	0.472859843	0.365301002
Type 2 diabetes	triglycerides	1628	3.435	902.0632334	1967.5	0.439643532	0.450991497
Type 2 diabetes	Type 1 diabetes	1625	3.395	746.3921881	6373.6	0.438833378	0.468889319
Type 2 diabetes	Rheumatoid Arthritis	1575	2.591	120.247986	211.9	0.425330813	0.176246158
Type 2 diabetes	Alzheimer`s disease	1537	2.581	163.461575	771.8	0.415068863	0.170309112
Type 2 diabetes	platelets	1499	2.463	159.4726601	261.2	0.404806913	0.16542835
Type 2 diabetes	Renal failure	1491	2.5	284.6048768	635.3	0.402646503	0.251450061
Type 2 diabetes	red blood cells	1386	2.164	118.9397149	114.6	0.374291115	0.177176679
Type 2 diabetes	Systemic lupus erythematosus	1342	2.432	122.5127921	65.7	0.362408858	0.165931819
Type 2 diabetes	Multiple Sclerosis	1123	2.284	75.1413373	68.5	0.303267621	0.137282659
Type 2 diabetes	chronic kidney disease	1027	2.89	237.5074083	790.3	0.277342695	0.321834907
Type 2 diabetes	HDL Cholesterol	914	2.904	532.6249779	1165.5	0.246826897	0.378132399
Type 2 diabetes	LDL Cholesterol	859	2.714	442.8125831	934	0.231974075	0.334697448
Type 2 diabetes	Bone mineral density	841	2.229	84.41407128	452.1	0.227113151	0.161762373
Type 2 diabetes	Psoriasis	783	1.92	82.74973933	96.2	0.211450176	0.146627355
Type 2 diabetes	Ulcerative colitis	776	1.942	59.48682607	20.8	0.209559816	0.112061256
Type 2 diabetes	Allergies	685	1.535	59.10172011	41.5	0.184985147	9.83E-02
Type 2 diabetes	fasting glucose	654	2.334	745.5275394	2290	0.176613557	0.550018811
Type 2 diabetes	Migraine headache	612	1.792	53.77876261	22.8	0.165271402	0.116141589
Type 2 diabetes	Systemic sclerosis	550	1.745	56.18459107		0.14852822	0.112324195
Type 2 diabetes	Celiac disease	494	1.611	46.47486861	43.5	0.133405347	0.112948098
Type 2 diabetes	Creatinine levels	410	1.384	107.0841469	68.5	0.110721037	0.204724122
Type 2 diabetes	primary biliary cirrhosis	383	1.424	45.0020181		0.103429652	8.44E-02
Type 2 diabetes	atopic dermatitis	366	1.105	31.3579353		9.88E-02	6.81E-02
Type 2 diabetes	Behçet`s disease	345	1.28	31.35451874		0.093167702	8.32E-02
Type 2 diabetes	ankylosing spondylitis	311	1.162	29.79732915	16.9	8.40E-02	7.39E-02
Type 2 diabetes	Juvenile idiopathic arthritis	220	0.938	22.97668395		5.94E-02	6.61E-02
Type 2 diabetes	Vitiligo	205	0.864	22.55642895	13.9	5.54E-02	6.94E-02
Type 2 diabetes	KAWASAKI DISEASE	186	0.846	22.99225872		5.02E-02	0.0756103
Type 2 diabetes	PRIMARY SCLEROSING CHOLANGITIS	160	0.756	20.88660846		4.32E-02	4.27E-02
Type 2 diabetes	Restless Legs Syndrome	128	0.695	14.42832898	34.6	3.46E-02	6.03E-02
Type 2 diabetes	Autoimmune thyroiditis	122	0.552	11.94422937	10.1	0.03294626	5.32E-02
Type 2 diabetes	progressive supranuclear palsy	93	0.473	10.60993888		2.51E-02	2.97E-02
Type 2 diabetes	Alopecia areata	78	0.402	5.301822001		2.11E-02	2.47E-02
